Month,Year,PartNo,Description,Quantity,Sales Price
9,2025,330151420,Mega Ace,503,3541.02
9,2025,330134120,M&M 510,85,13200.6
9,2025,330134220V1,M&M 630,560,2726.37
9,2025,330931720,Cover Plate,978,12006.6
9,2025,502207C01,Side Cover C01,725,6871.35
9,2025,502207E 01,Side Cover Casting E01 (HFB 82),257,2213.09
9,2025,50170115,Valve Housing HFB 64,358,4668.84
9,2025,501707C06,Valve Housing casting,262,7863.79
9,2025,501707C03,Valve Housing casting-C03,486,10890.34
9,2025,501707E 01,Valve housing casting  E01 (HFB82),406,2390.98
9,2025,500127C06,LH Housing C06,265,3934.55
9,2025,500127C14,LH Housing C14,544,11066.01
9,2025,50012110,LH Housing 64,86,4145.83
9,2025,5.00E+08,LH Housing -82,391,1407.58
9,2025,666,BB-106,249,1811.16
9,2025,F1826722,B.D. 6722,72,2749.92
9,2025,257542303705,TATA BRAKE DRUM 3705,1203,4465.43
9,2025,263242303723,TATA BRAKE DRUM 3723,90,9700.06
9,2025,F1875722,Brake Drum -5722,390,3876.52
9,2025,277642303701,TATA BRAKE DRUM 3701,336,4027.31
9,2025,5.01E+11,Brake Drum 3702,167,12705.32
9,2025,0031002662AC,Rear Cover-6662,247,6663.02
9,2025,10006813CC,Rear Cover-6813,664,7062.52
9,2025,300053048A,Sviwel Housing LH,477,6057.66
9,2025,300053049A,Sviwel Housing RH,563,8535.21
9,2025,300130461B,Housing Input Pinion,355,8559.53
9,2025,300130468A,Cover steering cylinder mounting,417,11246.45
9,2025,300130474A,Housing hub stub axle,365,7131.95
9,2025,300145985A,Housing Axle King Shaft,321,5573.77
9,2025,10039106AB,Front Axle Housing LH-106 AB,82,4037.89
9,2025,10039104AC,Front Axle Housing RH-104 AC,563,6439.17
9,2025,10039098AB,"Front Axle Housing RH  (10039098AB)
",152,6311.98
9,2025,300422630A,Housing Front Axle Cover LH-630,725,11501.85
9,2025,300422616A,Housing Front Axle Cover RH-640,749,7828.6
9,2025,300137705B,Housing Front Axle Cover LH-705,528,8335.36
9,2025,300130478B,Housing Front Axle Cover RH-478,691,11539.66
9,2025,10051257CB,Front Axle Housing,322,7689.04
9,2025,1A8252-42110,Hydarulic Housing,85,1023.97
9,2025,10071462AG,Integral Front Axle Bkt(Casting),247,9320.92
9,2025,5A8252-24701,COVER FRONT,300,6109.54
9,2025,5A8252-24240,COVER REAR,96,2739.13
9,2025,1A8252-43231-1,HEAD CYLINDER,508,7862.08
9,2025,1A8550-43210-1,HEAD CYLINDER-210,718,8871.76
9,2025,1A8252-47710,HINGE SUPPORT-8252,441,6980.58
9,2025,101281426000,Brake Drum -6000,483,9831.95
9,2025,101281426100,Brake Drum -6100,193,3184.78
9,2025,1SK-45870,HUB Tunring,508,9955.01
9,2025,(SE01B00G00037),Front Wheel hub Star Glow,602,1022.28
9,2025,4256730,HUB-118,459,2966.94
9,2025,4252073,HUB-316,444,7850.06
9,2025,4252752,HUB-454,198,10731.89
9,2025,4255058,HUB-770,169,3004.28
9,2025,10055248BB,ASSY FRONT AXLE HOUSING PADDY SPECIAL,414,10510.64
9,2025,1A8252-13760-1,"GEARBOX, FRONT L ECN",336,2270.68
9,2025,1A8252-13770-1,"GEARBOX, FRONT R ECN",333,3274.07
9,2025,300167935A,Center Beam Housing -584/935,189,3060.88
9,2025,XBY00222,Bracket Engine,100,4153.97
9,2025,300137702C,CENTER BEAM HSG - Casting,428,10289.02
9,2025,M31149S002,Fron Wheel Hub Champ,562,8187.9
9,2025,X1821622,Housing Oil Cooler,382,4971.9
9,2025,B3F01301,Flywheel Boss,193,341.34
9,2025,F4W03322,FSFB Bracket - 3322,526,10196.17
9,2025,F4W03222,FSFB Bracket - 3222,319,12170.21
9,2025,X6E04822,NODO BRACKET -ECO-4822,215,7437.32
9,2025,F6A07422,Spring bracket-7422,483,12517.28
9,2025,7125600,Wheel - Drive,171,694.67
9,2025,8829617,Dual adapter hub,277,3777.76
9,2025,29324690,Disc Actuating,97,12687.11
9,2025,IC0305854,EICHER BRAKE DRUM,123,7882.01
9,2025,277642303714,Brake Drum 3714,178,5021.1
9,2025,277642303707,Brake Drum 3707,277,4609.62
9,2025,66666,Trunnion Braket,314,4809.77
9,2025,1528137,Chart Casting Wheel -8137,119,4841.9
9,2025,1528138,Chart Casting Wheel -8138,296,11290.22
9,2025,516266681,Chart Casting Wheel -6681,88,8277.15
9,2025,8504786,Casting drive wheel,56,10062.67
9,2025,1524926,Hub Casting,243,12192.47
9,2025,8827231,Drive wheel -casting,507,960.54
9,2025,006050988V01,Fly Wheel 67 HP,475,9391.01
9,2025,907125600,Wheel - Drive,280,7377.2
9,2025,60000-01/018,"Brake Drum , 16.5X7, G3000b",438,3783.17
9,2025,X1505222,Pulley-5222,285,3276.4
9,2025,X1505122,Pulley-5122,223,10784.21
9,2025,006525415B01,Axle Carr LH,341,8749.22
9,2025,006525417B01,Axle Carr RH,307,380.79
9,2025,B3F16003,Fly Wheel -16003,312,12033.19
9,2025,5739980670,HYVA Bracket 670,492,9210.38
9,2025,3318C00701,Flywheel-701,236,7662.61
9,2025,H01XX417961701,Drive wheel,482,4936.02
9,2025,X6E04722,NODO BRACKET-ECO-4722,552,527.72
9,2025,FTF03022,Rear Dummy HUB-3222,522,6491.17
9,2025,F5N04822,Bracket -Engine Mounting-4822,489,5345.85
9,2025,A 400 322 05 01,Spring bracket -501,626,3044.35
9,2025,A 400 322 00 01,Spring bracket -0001,575,11801.23
9,2025,A 400 322 00 06,Spring bracket -0006,379,4101.04
9,2025,A4008911020,Bracket Bearing 1020,305,6907.59
9,2025,A4003220101,Spring bracket -0101,174,9634.03
9,2025,A400 891 09 20,Bracket Bearing 920,376,11036.57
10,2025,0503BA0290N-RK,ALFA HUB,136,5390.62
10,2025,0503BA0290N,Front Wheel Hub,417,8471.83
10,2025,0502BA1050N,Alfa Rear Wheel Hub LH,248,3703.82
10,2025,0502BA1060N,Alfa Rear Wheel Hub RH,259,9714.44
10,2025,0602AAB00260N,Brake Drum ALFA,312,6352.12
10,2025,0601AMJ00030N,Brake Drum -TREO,284,1188.07
10,2025,0601AAA00320N,B.D. E-Riksha,414,9592.25
10,2025,0601AED00170N,Brake Drum E-Rikshaw,476,2543.47
10,2025,0801AAA00960N,Clutch Housing LCC,98,1215.69
10,2025,006017472B92,Fly Wheel 3DI,140,9412.08
10,2025,006029533V91,Fly Wheel 3DI E1H1,467,7422.29
10,2025,006028861V92,475/575 4DI-NCRPTO,80,3575.3
10,2025,006028860V91,475/575 4DI-CRPTO,565,7597.94
10,2025,006022009B91,Fly Wheel Swraj,519,2395.4
10,2025,007903649B1,HUB(CRE),551,1401.81
10,2025,4D00322,BOSS BRAKCET,103,571.49
10,2025,005551418R8,F.A.S. (BP),335,1794.3
10,2025,F3S00100,Brake Drum 100,189,1242.92
10,2025,F8T00122,Brake Drum 122,202,7053.12
10,2025,F3S00222,Brake Drum 222,392,483.61
10,2025,F3S00422,Brake Drum 422,115,11695.87
10,2025,F8T01222,Brake Drum 1222,184,2452.42
10,2025,F8T02022,Brake Drum 2022,362,7178.15
10,2025,F1860822,BD (B) 1860822 -EDM,435,3802.37
10,2025,F1869022,BD F-1869022-EDM,268,8084.18
10,2025,F8T01922,Brake Drum 1922,623,5725.15
10,2025,F1879622,Brake Drum 9622,125,4419.68
10,2025,F1879722,Brake Drum 9722,465,9238.5
10,2025,F1869122,Brake Drum 9122,148,7251.96
10,2025,F3S00622,Brake Drum 622,447,785.76
10,2025,F5Z00120,Distence Pic Old 120,331,10385.81
10,2025,F5Z00112,Distence Pic Big 112,104,10047.71
10,2025,F1880122,Rear Hub 122,564,3646.35
10,2025,F1888822,Dummy Hub 822,363,6913.55
10,2025,F8S00622,Rear Hub-622,76,1476.04
10,2025,F1880222,Rear HUB-222,124,2853.71
10,2025,F8S01022,UB Hub 1022,105,2631.1
10,2025,FTF01222,UB Hub 1222,315,8519.29
10,2025,F1884622,Front Hub -622,77,8808.69
10,2025,F8S00922,UB Hub 922,419,5468.85
10,2025,F8S01322,Front HUB-1322,402,2467.77
10,2025,FTF01122,Hub 1122 MBP,376,3672.08
10,2025,FTF01022,Hub 1022 MBP,292,1098.08
10,2025,FTF03022,Rear Dummy HUB-3022,93,10400.29
10,2025,FH302622,Front Hub 2622 MBP,144,10144.64
10,2025,FTT02722,HUB-2722,494,625.52
10,2025,F3H01322,ARB FRAME MOUNTING BKT,219,10485.5
10,2025,F2R00122,SGM BKT-122,378,8919.91
10,2025,F8D01700,SGM BKT -1700,173,7772.74
10,2025,F-8D02722,SGM -2722,81,2743.72
10,2025,F8D01622,SGM -1622,266,5903.22
10,2025,F3H01122,ARB Axle M. BKt LH,418,9327.58
10,2025,F3H01222,ARB Axle M. BKt RH,171,1662.23
10,2025,B3F15503,Fly Wheel-503,318,3433.46
10,2025,B9805502,Flywheel Neptune,321,2087.29
10,2025,B2W02519,FIP Housing CB18,69,6840.42
10,2025,B2W01421,FIP Housing CB28,73,6027.24
10,2025,B2W01307,Fip Housing-1307,303,2873.97
10,2025,X1X00522,Thermostate Housing-522,713,5305.53
10,2025,X2H00622,T.G. Case,594,8172.76
10,2025,F7L09722,Rear Spring Bracket,265,7411.75
10,2025,F5F01822,AC Bracket -1822,215,8593.61
10,2025,F5F01722,AC Bracket -1722,396,2472.05
10,2025,F7Z05314,ATS BRACKET-5314,355,7531.8
10,2025,F7Z00122,ATS BRACKET-122,258,3036.19
10,2025,F7Z05414,ATS BRACKET-5414,511,2588.74
10,2025,F7Z10314,ATS BRACKET 10314,509,9280.62
10,2025,X6E03422,Nodo Bracket-3422,386,633.86
10,2025,X6E03522,Nodo Bracket-3522,84,7206.83
10,2025,X6E05222,Nodo Bracket-5222,148,8243.11
10,2025,X6E05122,Nodo Bracket-5122,294,9471.74
10,2025,330123920,Tata Cup Box,83,4883.95
10,2025,P3301201020,ACE RDE Box casting,271,2339.22
10,2025,330151420,Mega Ace,439,3240.1
10,2025,330134120,M&M 510,74,12078.82
10,2025,330134220V1,M&M 630,488,2494.69
10,2025,330931720,Cover Plate,853,10986.29
10,2025,502207C01,Side Cover C01,632,6287.43
10,2025,502207E 01,Side Cover Casting E01 (HFB 82),224,2025.02
10,2025,50170115,Valve Housing HFB 64,312,4272.09
10,2025,501707C06,Valve Housing casting,228,7195.53
10,2025,501707C03,Valve Housing casting-C03,424,9964.89
10,2025,501707E 01,Valve housing casting  E01 (HFB82),354,2187.79
10,2025,500127C06,LH Housing C06,231,3600.19
10,2025,500127C14,LH Housing C14,474,10125.62
10,2025,50012110,LH Housing 64,75,3793.52
10,2025,5.00E+08,LH Housing -82,341,1287.96
10,2025,666,BB-106,217,1657.25
10,2025,F1826722,B.D. 6722,63,2516.23
10,2025,257542303705,TATA BRAKE DRUM 3705,1049,4085.96
10,2025,263242303723,TATA BRAKE DRUM 3723,78,8875.75
10,2025,F1875722,Brake Drum -5722,340,3547.09
10,2025,277642303701,TATA BRAKE DRUM 3701,293,3685.07
10,2025,5.01E+11,Brake Drum 3702,146,11625.63
10,2025,0031002662AC,Rear Cover-6662,215,6096.8
10,2025,10006813CC,Rear Cover-6813,579,6462.35
10,2025,300053048A,Sviwel Housing LH,416,5542.88
10,2025,300053049A,Sviwel Housing RH,491,7809.89
10,2025,300130461B,Housing Input Pinion,309,7832.15
10,2025,300130468A,Cover steering cylinder mounting,364,10290.73
10,2025,300130474A,Housing hub stub axle,318,6525.88
10,2025,300145985A,Housing Axle King Shaft,280,5100.12
10,2025,10039106AB,Front Axle Housing LH-106 AB,71,3694.75
10,2025,10039104AC,Front Axle Housing RH-104 AC,491,5891.98
10,2025,10039098AB,"Front Axle Housing RH  (10039098AB)
",132,5775.59
10,2025,300422630A,Housing Front Axle Cover LH-630,632,10524.43
10,2025,300422616A,Housing Front Axle Cover RH-640,653,7163.33
10,2025,300137705B,Housing Front Axle Cover LH-705,461,7627.03
10,2025,300130478B,Housing Front Axle Cover RH-478,603,10559.03
10,2025,10051257CB,Front Axle Housing,281,7035.63
10,2025,1A8252-42110,Hydarulic Housing,74,936.96
10,2025,10071462AG,Integral Front Axle Bkt(Casting),215,8528.83
10,2025,5A8252-24701,COVER FRONT,262,5590.35
10,2025,5A8252-24240,COVER REAR,84,2506.36
10,2025,1A8252-43231-1,HEAD CYLINDER,443,7193.96
10,2025,1A8550-43210-1,HEAD CYLINDER-210,626,8117.85
10,2025,1A8252-47710,HINGE SUPPORT-8252,385,6387.38
10,2025,101281426000,Brake Drum -6000,421,8996.44
10,2025,101281426100,Brake Drum -6100,168,2914.13
10,2025,1SK-45870,HUB Tunring,443,9109.04
10,2025,(SE01B00G00037),Front Wheel hub Star Glow,524,935.41
10,2025,4256730,HUB-118,400,2714.81
10,2025,4252073,HUB-316,387,7182.96
10,2025,4252752,HUB-454,172,9819.9
10,2025,4255058,HUB-770,148,2748.98
10,2025,10055248BB,ASSY FRONT AXLE HOUSING PADDY SPECIAL,361,9617.45
10,2025,1A8252-13760-1,"GEARBOX, FRONT L ECN",293,2077.72
10,2025,1A8252-13770-1,"GEARBOX, FRONT R ECN",290,2995.85
10,2025,300167935A,Center Beam Housing -584/935,165,2800.76
10,2025,XBY00222,Bracket Engine,88,3800.97
10,2025,300137702C,CENTER BEAM HSG - Casting,373,9414.67
10,2025,M31149S002,Fron Wheel Hub Champ,490,7492.09
10,2025,X1821622,Housing Oil Cooler,333,4549.39
10,2025,B3F01301,Flywheel Boss,168,312.33
10,2025,F4W03322,FSFB Bracket - 3322,459,9329.71
10,2025,F4W03222,FSFB Bracket - 3222,278,11136
10,2025,X6E04822,NODO BRACKET -ECO-4822,188,6805.3
10,2025,F6A07422,Spring bracket-7422,421,11453.57
10,2025,7125600,Wheel - Drive,149,635.64
10,2025,8829617,Dual adapter hub,242,3456.73
10,2025,29324690,Disc Actuating,85,11608.97
10,2025,IC0305854,EICHER BRAKE DRUM,108,7212.2
10,2025,277642303714,Brake Drum 3714,155,4594.41
10,2025,277642303707,Brake Drum 3707,242,4217.9
10,2025,66666,Trunnion Braket,274,4401.04
10,2025,1528137,Chart Casting Wheel -8137,104,4430.44
10,2025,1528138,Chart Casting Wheel -8138,258,10330.78
10,2025,516266681,Chart Casting Wheel -6681,77,7573.77
10,2025,8504786,Casting drive wheel,49,9207.55
10,2025,1524926,Hub Casting,212,11156.36
10,2025,8827231,Drive wheel -casting,442,878.91
10,2025,006050988V01,Fly Wheel 67 HP,414,8592.97
10,2025,907125600,Wheel - Drive,244,6750.29
10,2025,60000-01/018,"Brake Drum , 16.5X7, G3000b",382,3461.68
10,2025,X1505222,Pulley-5222,248,2997.98
10,2025,X1505122,Pulley-5122,194,9867.77
10,2025,006525415B01,Axle Carr LH,297,8005.71
10,2025,006525417B01,Axle Carr RH,267,348.43
10,2025,B3F16003,Fly Wheel -16003,272,11010.61
10,2025,5739980670,HYVA Bracket 670,429,8427.69
10,2025,3318C00701,Flywheel-701,206,7011.45
10,2025,H01XX417961701,Drive wheel,420,4516.56
10,2025,X6E04722,NODO BRACKET-ECO-4722,482,482.87
10,2025,FTF03022,Rear Dummy HUB-3222,455,5939.56
10,2025,F5N04822,Bracket -Engine Mounting-4822,426,4891.57
10,2025,A 400 322 05 01,Spring bracket -501,545,2785.64
10,2025,A 400 322 00 01,Spring bracket -0001,502,10798.36
10,2025,A 400 322 00 06,Spring bracket -0006,330,3752.53
10,2025,A4008911020,Bracket Bearing 1020,266,6320.59
10,2025,A4003220101,Spring bracket -0101,151,8815.33
10,2025,A400 891 09 20,Bracket Bearing 920,327,10098.69
11,2025,0503BA0290N-RK,ALFA HUB,141,5448.25
11,2025,0503BA0290N,Front Wheel Hub,431,8562.39
11,2025,0502BA1050N,Alfa Rear Wheel Hub LH,257,3743.42
11,2025,0502BA1060N,Alfa Rear Wheel Hub RH,267,9818.29
11,2025,0602AAB00260N,Brake Drum ALFA,322,6420.02
11,2025,0601AMJ00030N,Brake Drum -TREO,293,1200.77
11,2025,0601AAA00320N,B.D. E-Riksha,428,9694.79
11,2025,0601AED00170N,Brake Drum E-Rikshaw,492,2570.66
11,2025,0801AAA00960N,Clutch Housing LCC,101,1228.69
11,2025,006017472B92,Fly Wheel 3DI,145,9512.69
11,2025,006029533V91,Fly Wheel 3DI E1H1,483,7501.63
11,2025,006028861V92,475/575 4DI-NCRPTO,83,3613.52
11,2025,006028860V91,475/575 4DI-CRPTO,584,7679.15
11,2025,006022009B91,Fly Wheel Swraj,536,2421.01
11,2025,007903649B1,HUB(CRE),569,1416.79
11,2025,4D00322,BOSS BRAKCET,106,577.6
11,2025,005551418R8,F.A.S. (BP),346,1813.48
11,2025,F3S00100,Brake Drum 100,196,1256.2
11,2025,F8T00122,Brake Drum 122,208,7128.51
11,2025,F3S00222,Brake Drum 222,405,488.78
11,2025,F3S00422,Brake Drum 422,119,11820.89
11,2025,F8T01222,Brake Drum 1222,190,2478.63
11,2025,F8T02022,Brake Drum 2022,374,7254.88
11,2025,F1860822,BD (B) 1860822 -EDM,449,3843.02
11,2025,F1869022,BD F-1869022-EDM,277,8170.6
11,2025,F8T01922,Brake Drum 1922,644,5786.35
11,2025,F1879622,Brake Drum 9622,129,4466.93
11,2025,F1879722,Brake Drum 9722,480,9337.26
11,2025,F1869122,Brake Drum 9122,153,7329.48
11,2025,F3S00622,Brake Drum 622,462,794.16
11,2025,F5Z00120,Distence Pic Old 120,342,10496.83
11,2025,F5Z00112,Distence Pic Big 112,107,10155.11
11,2025,F1880122,Rear Hub 122,582,3685.33
11,2025,F1888822,Dummy Hub 822,375,6987.45
11,2025,F8S00622,Rear Hub-622,79,1491.82
11,2025,F1880222,Rear HUB-222,128,2884.22
11,2025,F8S01022,UB Hub 1022,108,2659.22
11,2025,FTF01222,UB Hub 1222,325,8610.36
11,2025,F1884622,Front Hub -622,80,8902.85
11,2025,F8S00922,UB Hub 922,433,5527.31
11,2025,F8S01322,Front HUB-1322,415,2494.15
11,2025,FTF01122,Hub 1122 MBP,388,3711.33
11,2025,FTF01022,Hub 1022 MBP,302,1109.82
11,2025,FTF03022,Rear Dummy HUB-3022,96,10511.46
11,2025,FH302622,Front Hub 2622 MBP,148,10253.08
11,2025,FTT02722,HUB-2722,510,632.21
11,2025,F3H01322,ARB FRAME MOUNTING BKT,226,10597.58
11,2025,F2R00122,SGM BKT-122,390,9015.26
11,2025,F8D01700,SGM BKT -1700,179,7855.82
11,2025,F-8D02722,SGM -2722,84,2773.05
11,2025,F8D01622,SGM -1622,274,5966.32
11,2025,F3H01122,ARB Axle M. BKt LH,432,9427.29
11,2025,F3H01222,ARB Axle M. BKt RH,177,1680
11,2025,B3F15503,Fly Wheel-503,328,3470.16
11,2025,B9805502,Flywheel Neptune,331,2109.6
11,2025,B2W02519,FIP Housing CB18,71,6913.54
11,2025,B2W01421,FIP Housing CB28,76,6091.67
11,2025,B2W01307,Fip Housing-1307,313,2904.7
11,2025,X1X00522,Thermostate Housing-522,736,5362.24
11,2025,X2H00622,T.G. Case,613,8260.12
11,2025,F7L09722,Rear Spring Bracket,273,7490.98
11,2025,F5F01822,AC Bracket -1822,222,8685.47
11,2025,F5F01722,AC Bracket -1722,409,2498.48
11,2025,F7Z05314,ATS BRACKET-5314,367,7612.31
11,2025,F7Z00122,ATS BRACKET-122,266,3068.65
11,2025,F7Z05414,ATS BRACKET-5414,528,2616.41
11,2025,F7Z10314,ATS BRACKET 10314,526,9379.82
11,2025,X6E03422,Nodo Bracket-3422,399,640.64
11,2025,X6E03522,Nodo Bracket-3522,87,7283.87
11,2025,X6E05222,Nodo Bracket-5222,153,8331.23
11,2025,X6E05122,Nodo Bracket-5122,304,9572.99
11,2025,330123920,Tata Cup Box,86,4936.16
11,2025,P3301201020,ACE RDE Box casting,280,2364.23
11,2025,330151420,Mega Ace,453,3274.74
11,2025,330134120,M&M 510,77,12207.93
11,2025,330134220V1,M&M 630,504,2521.35
11,2025,330931720,Cover Plate,881,11103.72
11,2025,502207C01,Side Cover C01,653,6354.64
11,2025,502207E 01,Side Cover Casting E01 (HFB 82),231,2046.67
11,2025,50170115,Valve Housing HFB 64,322,4317.75
11,2025,501707C06,Valve Housing casting,236,7272.44
11,2025,501707C03,Valve Housing casting-C03,437,10071.41
11,2025,501707E 01,Valve housing casting  E01 (HFB82),366,2211.18
11,2025,500127C06,LH Housing C06,239,3638.67
11,2025,500127C14,LH Housing C14,490,10233.86
11,2025,50012110,LH Housing 64,78,3834.07
11,2025,5.00E+08,LH Housing -82,352,1301.73
11,2025,666,BB-106,224,1674.96
11,2025,F1826722,B.D. 6722,65,2543.13
11,2025,257542303705,TATA BRAKE DRUM 3705,1083,4129.64
11,2025,263242303723,TATA BRAKE DRUM 3723,81,8970.63
11,2025,F1875722,Brake Drum -5722,351,3585.01
11,2025,277642303701,TATA BRAKE DRUM 3701,303,3724.46
11,2025,5.01E+11,Brake Drum 3702,150,11749.9
11,2025,0031002662AC,Rear Cover-6662,222,6161.97
11,2025,10006813CC,Rear Cover-6813,598,6531.43
11,2025,300053048A,Sviwel Housing LH,430,5602.13
11,2025,300053049A,Sviwel Housing RH,507,7893.38
11,2025,300130461B,Housing Input Pinion,319,7915.87
11,2025,300130468A,Cover steering cylinder mounting,376,10400.73
11,2025,300130474A,Housing hub stub axle,328,6595.64
11,2025,300145985A,Housing Axle King Shaft,289,5154.63
11,2025,10039106AB,Front Axle Housing LH-106 AB,74,3734.25
11,2025,10039104AC,Front Axle Housing RH-104 AC,507,5954.96
11,2025,10039098AB,"Front Axle Housing RH  (10039098AB)
",137,5837.33
11,2025,300422630A,Housing Front Axle Cover LH-630,653,10636.93
11,2025,300422616A,Housing Front Axle Cover RH-640,674,7239.91
11,2025,300137705B,Housing Front Axle Cover LH-705,476,7708.56
11,2025,300130478B,Housing Front Axle Cover RH-478,622,10671.9
11,2025,10051257CB,Front Axle Housing,290,7110.83
11,2025,1A8252-42110,Hydarulic Housing,77,946.97
11,2025,10071462AG,Integral Front Axle Bkt(Casting),222,8620
11,2025,5A8252-24701,COVER FRONT,270,5650.11
11,2025,5A8252-24240,COVER REAR,87,2533.15
11,2025,1A8252-43231-1,HEAD CYLINDER,457,7270.86
11,2025,1A8550-43210-1,HEAD CYLINDER-210,647,8204.62
11,2025,1A8252-47710,HINGE SUPPORT-8252,397,6455.65
11,2025,101281426000,Brake Drum -6000,435,9092.6
11,2025,101281426100,Brake Drum -6100,174,2945.29
11,2025,1SK-45870,HUB Tunring,457,9206.41
11,2025,(SE01B00G00037),Front Wheel hub Star Glow,542,945.41
11,2025,4256730,HUB-118,413,2743.83
11,2025,4252073,HUB-316,400,7259.74
11,2025,4252752,HUB-454,178,9924.87
11,2025,4255058,HUB-770,152,2778.37
11,2025,10055248BB,ASSY FRONT AXLE HOUSING PADDY SPECIAL,373,9720.26
11,2025,1A8252-13760-1,"GEARBOX, FRONT L ECN",303,2099.93
11,2025,1A8252-13770-1,"GEARBOX, FRONT R ECN",300,3027.87
11,2025,300167935A,Center Beam Housing -584/935,170,2830.7
11,2025,XBY00222,Bracket Engine,90,3841.6
11,2025,300137702C,CENTER BEAM HSG - Casting,385,9515.31
11,2025,M31149S002,Fron Wheel Hub Champ,506,7572.18
11,2025,X1821622,Housing Oil Cooler,344,4598.02
11,2025,B3F01301,Flywheel Boss,174,315.67
11,2025,F4W03322,FSFB Bracket - 3322,474,9429.44
11,2025,F4W03222,FSFB Bracket - 3222,287,11255.03
11,2025,X6E04822,NODO BRACKET -ECO-4822,194,6878.04
11,2025,F6A07422,Spring bracket-7422,435,11576
11,2025,7125600,Wheel - Drive,154,642.43
11,2025,8829617,Dual adapter hub,250,3493.68
11,2025,29324690,Disc Actuating,87,11733.06
11,2025,IC0305854,EICHER BRAKE DRUM,111,7289.29
11,2025,277642303714,Brake Drum 3714,160,4643.52
11,2025,277642303707,Brake Drum 3707,250,4262.99
11,2025,66666,Trunnion Braket,283,4448.08
11,2025,1528137,Chart Casting Wheel -8137,107,4477.8
11,2025,1528138,Chart Casting Wheel -8138,266,10441.21
11,2025,516266681,Chart Casting Wheel -6681,80,7654.73
11,2025,8504786,Casting drive wheel,50,9305.97
11,2025,1524926,Hub Casting,219,11275.62
11,2025,8827231,Drive wheel -casting,456,888.31
11,2025,006050988V01,Fly Wheel 67 HP,428,8684.82
11,2025,907125600,Wheel - Drive,252,6822.44
11,2025,60000-01/018,"Brake Drum , 16.5X7, G3000b",394,3498.68
11,2025,X1505222,Pulley-5222,257,3030.02
11,2025,X1505122,Pulley-5122,201,9973.25
11,2025,006525415B01,Axle Carr LH,307,8091.29
11,2025,006525417B01,Axle Carr RH,276,352.15
11,2025,B3F16003,Fly Wheel -16003,281,11128.31
11,2025,5739980670,HYVA Bracket 670,443,8517.78
11,2025,3318C00701,Flywheel-701,212,7086.4
11,2025,H01XX417961701,Drive wheel,434,4564.84
11,2025,X6E04722,NODO BRACKET-ECO-4722,497,488.03
11,2025,FTF03022,Rear Dummy HUB-3222,470,6003.05
11,2025,F5N04822,Bracket -Engine Mounting-4822,440,4943.85
11,2025,A 400 322 05 01,Spring bracket -501,563,2815.42
11,2025,A 400 322 00 01,Spring bracket -0001,518,10913.79
11,2025,A 400 322 00 06,Spring bracket -0006,341,3792.65
11,2025,A4008911020,Bracket Bearing 1020,274,6388.15
11,2025,A4003220101,Spring bracket -0101,156,8909.56
11,2025,A400 891 09 20,Bracket Bearing 920,338,10206.64
12,2025,0503BA0290N-RK,ALFA HUB,144,5794.15
12,2025,0503BA0290N,Front Wheel Hub,440,9106.01
12,2025,0502BA1050N,Alfa Rear Wheel Hub LH,262,3981.09
12,2025,0502BA1060N,Alfa Rear Wheel Hub RH,273,10441.65
12,2025,0602AAB00260N,Brake Drum ALFA,329,6827.63
12,2025,0601AMJ00030N,Brake Drum -TREO,299,1277.01
12,2025,0601AAA00320N,B.D. E-Riksha,437,10310.31
12,2025,0601AED00170N,Brake Drum E-Rikshaw,502,2733.87
12,2025,0801AAA00960N,Clutch Housing LCC,103,1306.7
12,2025,006017472B92,Fly Wheel 3DI,148,10116.65
12,2025,006029533V91,Fly Wheel 3DI E1H1,493,7977.9
12,2025,006028861V92,475/575 4DI-NCRPTO,84,3842.94
12,2025,006028860V91,475/575 4DI-CRPTO,597,8166.7
12,2025,006022009B91,Fly Wheel Swraj,547,2574.71
12,2025,007903649B1,HUB(CRE),582,1506.74
12,2025,4D00322,BOSS BRAKCET,108,614.27
12,2025,005551418R8,F.A.S. (BP),354,1928.62
12,2025,F3S00100,Brake Drum 100,200,1335.96
12,2025,F8T00122,Brake Drum 122,213,7581.1
12,2025,F3S00222,Brake Drum 222,414,519.81
12,2025,F3S00422,Brake Drum 422,122,12571.4
12,2025,F8T01222,Brake Drum 1222,194,2636
12,2025,F8T02022,Brake Drum 2022,382,7715.49
12,2025,F1860822,BD (B) 1860822 -EDM,459,4087.01
12,2025,F1869022,BD F-1869022-EDM,283,8689.35
12,2025,F8T01922,Brake Drum 1922,658,6153.72
12,2025,F1879622,Brake Drum 9622,132,4750.53
12,2025,F1879722,Brake Drum 9722,490,9930.08
12,2025,F1869122,Brake Drum 9122,157,7794.83
12,2025,F3S00622,Brake Drum 622,472,844.58
12,2025,F5Z00120,Distence Pic Old 120,350,11163.27
12,2025,F5Z00112,Distence Pic Big 112,109,10799.86
12,2025,F1880122,Rear Hub 122,595,3919.31
12,2025,F1888822,Dummy Hub 822,383,7431.09
12,2025,F8S00622,Rear Hub-622,80,1586.53
12,2025,F1880222,Rear HUB-222,131,3067.34
12,2025,F8S01022,UB Hub 1022,110,2828.06
12,2025,FTF01222,UB Hub 1222,332,9157.03
12,2025,F1884622,Front Hub -622,81,9468.09
12,2025,F8S00922,UB Hub 922,442,5878.24
